0,1,2,3,4,5,6,7,8,9
0,7,0,20,0,0,0,0,0,0
0,0,0,197,28,28,0,27,6,0
0,0,0,0,0,20,0,0,0,0
0,0,0,0,21,21,0,0,49,0
0,0,0,0,0,56,24,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0
